# schema: laser-person-tracks/1
# table: tracks
# bag: /home/nilum/laser-detection-annotator/static_robot/static_robot_0.mcap
# scan_topic: /scan
# annotation_frame: laser
# odom_frame: odom
# base_frame: base_link
# match_criterion: euclidean_xy
# match_threshold_m: 0.5
# generated: 2026-09-13T13:42:25
frame,scan_index,t_ns,track_id,x,y,world_x,world_y,consider
212,1055,1789275901637132173,3,-1.718,0.4604,-1.618,0.4604,1
213,1060,1789275902137946404,3,-2.0807,0.3532,-1.9807,0.3532,1
213,1060,1789275902137946404,2,-0.8358,-0.5537,-0.7358,-0.5537,1
214,1065,1789275902631698556,2,-1.1655,-0.4878,-1.0655,-0.4878,1
214,1065,1789275902631698556,3,-2.4353,0.2708,-2.3353,0.2708,1
215,1070,1789275903131991134,2,-1.7839,-0.6362,-1.6839,-0.6362,1
216,1075,1789275903635002883,2,-2.2374,-0.6692,-2.1374,-0.6692,1
221,1100,1789275906130497925,1,-2.4847,0.0152,-2.3847,0.0152,1
222,1105,1789275906633717706,1,-1.9571,0.1718,-1.8571,0.1718,1
223,1110,1789275907136272135,1,-1.4624,0.2213,-1.3624,0.2213,1
224,1115,1789275907635677661,1,-0.7698,0.2708,-0.6698,0.2708,1
225,1120,1789275908133053905,1,-0.5142,0.3779,-0.4142,0.3779,1
228,1135,1789275909623278354,3,-2.6002,-0.1085,-2.5002,-0.1085,1
229,1140,1789275910123368771,3,-2.1797,-0.092,-2.0797,-0.092,1
230,1145,1789275910628379933,3,-1.8581,-0.059,-1.7581,-0.059,1
231,1150,1789275911131179910,3,-1.4789,-0.0343,-1.3789,-0.0343,1
232,1155,1789275911631702260,3,-1.2068,0.0152,-1.1068,0.0152,1
232,1155,1789275911631702260,1,-0.9429,-0.595,-0.8429,-0.595,1
233,1160,1789275912126332352,3,-0.7863,-0.0096,-0.6863,-0.0096,1
233,1160,1789275912126332352,1,-1.2562,-0.4795,-1.1562,-0.4795,1
234,1165,1789275912626511970,3,-0.6049,-0.158,-0.5049,-0.158,1
234,1165,1789275912626511970,1,-1.9818,-0.5043,-1.8818,-0.5043,1
235,1170,1789275913126665126,3,-0.2998,-0.2652,-0.1998,-0.2652,1
235,1170,1789275913126665126,1,-2.5177,-0.4713,-2.4177,-0.4713,1
239,1190,1789275915124734294,2,-2.4847,0.3202,-2.3847,0.3202,1
240,1195,1789275915621811731,2,-1.9406,0.246,-1.8406,0.246,1
241,1200,1789275916122647314,2,-1.1903,0.312,-1.0903,0.312,1
242,1205,1789275916622317575,2,-0.91,0.4521,-0.81,0.4521,1
248,1235,1789275919617793832,3,-0.7698,0.5099,-0.6698,0.5099,1
249,1240,1789275920113051222,3,-0.9759,0.312,-0.8759,0.312,1
250,1245,1789275920613306468,3,-1.5036,0.213,-1.4036,0.213,1
251,1250,1789275921115674660,3,-1.8416,-0.092,-1.7416,-0.092,1
251,1250,1789275921115674660,2,-0.4647,-0.463,-0.3647,-0.463,1
252,1255,1789275921617896430,2,-0.8275,-0.3064,-0.7275,-0.3064,1
252,1255,1789275921617896430,3,-2.089,-0.2652,-1.989,-0.2652,1
253,1260,1789275922115686886,2,-1.1408,-0.0673,-1.0408,-0.0673,1
253,1260,1789275922115686886,1,-1.9571,-0.5702,-1.8571,-0.5702,1
254,1265,1789275922613949405,3,-1.6437,-0.7186,-1.5437,-0.7186,1
254,1265,1789275922613949405,2,-1.5036,0.0811,-1.4036,0.0811,1
255,1270,1789275923112239978,3,-1.248,-0.6774,-1.148,-0.6774,1
255,1270,1789275923112239978,2,-1.8334,0.1718,-1.7334,0.1718,1
256,1275,1789275923609368784,2,-2.1055,0.1801,-2.0055,0.1801,1
256,1275,1789275923609368784,3,-0.7615,-0.5785,-0.6615,-0.5785,1
257,1280,1789275924111282210,2,-2.4353,0.1966,-2.3353,0.1966,1
259,1290,1789275925114458263,1,-2.7898,-0.092,-2.6898,-0.092,1
260,1295,1789275925612681875,1,-2.5754,0.1636,-2.4754,0.1636,1
261,1300,1789275926111993589,1,-2.3693,-0.1745,-2.2693,-0.1745,1
262,1305,1789275926612508347,1,-1.9983,-0.5125,-1.8983,-0.5125,1
263,1310,1789275927112721094,1,-1.7674,-0.1167,-1.6674,-0.1167,1
263,1310,1789275927112721094,2,-1.9653,-0.7928,-1.8653,-0.7928,1
264,1315,1789275927609260693,1,-1.4541,0.4109,-1.3541,0.4109,1
264,1315,1789275927609260693,2,-1.4541,-0.8093,-1.3541,-0.8093,1
265,1320,1789275928107202589,1,-1.248,0.3779,-1.148,0.3779,1
265,1320,1789275928107202589,2,-0.8605,-0.7021,-0.7605,-0.7021,1
