# schema: laser-person-tracks/1
# table: frames
# bag: /home/nilum/laser-detection-annotator/static_robot/static_robot_0.mcap
# scan_topic: /scan
# annotation_frame: laser
# odom_frame: odom
# base_frame: base_link
# match_criterion: euclidean_xy
# match_threshold_m: 0.5
# generated: 2026-09-13T13:42:25
frame,scan_index,t_ns,robot_x,robot_y,robot_yaw,n_people,n_ignored
94,465,1789275842696295736,0.0,0.0,0.0,0,0
95,470,1789275843199048139,0.0,0.0,0.0,0,0
96,475,1789275843696843465,0.0,0.0,0.0,1,0
97,480,1789275844194895211,0.0,0.0,0.0,1,0
98,485,1789275844691726117,0.0,0.0,0.0,1,0
99,490,1789275845192010528,0.0,0.0,0.0,1,0
100,495,1789275845694353515,0.0,0.0,0.0,1,0
101,500,1789275846197161639,0.0,0.0,0.0,1,0
102,505,1789275846696949118,0.0,0.0,0.0,1,0
103,510,1789275847195612107,0.0,0.0,0.0,0,0
104,515,1789275847689627826,0.0,0.0,0.0,0,0
105,520,1789275848190669162,0.0,0.0,0.0,0,0
106,525,1789275848690234221,0.0,0.0,0.0,0,0
107,530,1789275849190145530,0.0,0.0,0.0,0,0
108,535,1789275849689907268,0.0,0.0,0.0,0,0
109,540,1789275850188544832,0.0,0.0,0.0,0,0
110,545,1789275850687659551,0.0,0.0,0.0,0,0
111,550,1789275851188010497,0.0,0.0,0.0,0,0
112,555,1789275851685315206,0.0,0.0,0.0,0,0
113,560,1789275852185867480,0.0,0.0,0.0,0,0
114,565,1789275852683851634,0.0,0.0,0.0,1,0
115,570,1789275853181971341,0.0,0.0,0.0,1,0
116,575,1789275853686205503,0.0,0.0,0.0,1,0
117,580,1789275854186657668,0.0,0.0,0.0,1,0
118,585,1789275854686559385,0.0,0.0,0.0,1,0
119,590,1789275855187590239,0.0,0.0,0.0,0,0
120,595,1789275855683911159,0.0,0.0,0.0,0,0
121,600,1789275856181883758,0.0,0.0,0.0,1,0
122,605,1789275856681863565,0.0,0.0,0.0,1,0
123,610,1789275857180540961,0.0,0.0,0.0,1,0
124,615,1789275857683341474,0.0,0.0,0.0,1,0
125,620,1789275858184681432,0.0,0.0,0.0,0,0
126,625,1789275858682251227,0.0,0.0,0.0,0,0
127,630,1789275859177809444,0.0,0.0,0.0,0,0
128,635,1789275859670148057,0.0,0.0,0.0,0,0
129,640,1789275860176677994,0.0,0.0,0.0,0,0
130,645,1789275860679987827,0.0,0.0,0.0,0,0
131,650,1789275861179021103,0.0,0.0,0.0,0,0
132,655,1789275861676511714,0.0,0.0,0.0,0,0
133,660,1789275862173107997,0.0,0.0,0.0,0,0
134,665,1789275862673515923,0.0,0.0,0.0,0,0
135,670,1789275863173819296,0.0,0.0,0.0,1,0
136,675,1789275863671348777,0.0,0.0,0.0,1,0
137,680,1789275864173710616,0.0,0.0,0.0,1,0
138,685,1789275864674625733,0.0,0.0,0.0,1,0
139,690,1789275865176601786,0.0,0.0,0.0,1,0
140,695,1789275865674307892,0.0,0.0,0.0,0,0
141,700,1789275866171177022,0.0,0.0,0.0,0,0
142,705,1789275866668984570,0.0,0.0,0.0,0,0
143,710,1789275867166276280,0.0,0.0,0.0,0,0
144,715,1789275867666574339,0.0,0.0,0.0,1,0
145,720,1789275868169247097,0.0,0.0,0.0,1,0
146,725,1789275868669300700,0.0,0.0,0.0,1,0
147,730,1789275869166700907,0.0,0.0,0.0,1,0
148,735,1789275869664709802,0.0,0.0,0.0,2,0
149,740,1789275870164218826,0.0,0.0,0.0,1,0
150,745,1789275870667483606,0.0,0.0,0.0,1,0
151,750,1789275871167185885,0.0,0.0,0.0,1,0
152,755,1789275871670630975,0.0,0.0,0.0,1,0
153,760,1789275872168018923,0.0,0.0,0.0,1,0
154,765,1789275872662668144,0.0,0.0,0.0,0,0
155,770,1789275873160077425,0.0,0.0,0.0,0,0
156,775,1789275873660167323,0.0,0.0,0.0,0,0
157,780,1789275874163059520,0.0,0.0,0.0,0,0
158,785,1789275874660270528,0.0,0.0,0.0,1,0
159,790,1789275875160968466,0.0,0.0,0.0,1,0
160,795,1789275875658133327,0.0,0.0,0.0,1,0
161,800,1789275876158738712,0.0,0.0,0.0,2,0
162,805,1789275876661087942,0.0,0.0,0.0,2,0
163,810,1789275877158644830,0.0,0.0,0.0,1,0
164,815,1789275877656103869,0.0,0.0,0.0,1,0
165,820,1789275878153662312,0.0,0.0,0.0,1,0
166,825,1789275878656121428,0.0,0.0,0.0,1,0
167,830,1789275879156368989,0.0,0.0,0.0,1,0
168,835,1789275879653912933,0.0,0.0,0.0,1,0
169,840,1789275880148763130,0.0,0.0,0.0,0,0
170,845,1789275880646886578,0.0,0.0,0.0,1,0
171,850,1789275881151793613,0.0,0.0,0.0,1,0
172,855,1789275881656918921,0.0,0.0,0.0,1,0
173,860,1789275882155050942,0.0,0.0,0.0,0,0
174,865,1789275882652070418,0.0,0.0,0.0,0,0
175,870,1789275883149710545,0.0,0.0,0.0,0,0
176,875,1789275883649847904,0.0,0.0,0.0,0,0
177,880,1789275884148216328,0.0,0.0,0.0,0,0
178,885,1789275884648034769,0.0,0.0,0.0,0,0
179,890,1789275885151303105,0.0,0.0,0.0,0,0
180,895,1789275885650696354,0.0,0.0,0.0,1,0
181,900,1789275886151788005,0.0,0.0,0.0,2,0
182,905,1789275886652986634,0.0,0.0,0.0,2,0
183,910,1789275887150677685,0.0,0.0,0.0,2,0
184,915,1789275887651050317,0.0,0.0,0.0,2,0
185,920,1789275888149679770,0.0,0.0,0.0,2,0
186,925,1789275888644087368,0.0,0.0,0.0,0,0
187,930,1789275889141514389,0.0,0.0,0.0,0,0
188,935,1789275889646334111,0.0,0.0,0.0,0,0
189,940,1789275890149319510,0.0,0.0,0.0,0,0
190,945,1789275890646572924,0.0,0.0,0.0,1,0
191,950,1789275891144514006,0.0,0.0,0.0,1,0
192,955,1789275891642317925,0.0,0.0,0.0,1,0
193,960,1789275892142882793,0.0,0.0,0.0,1,0
194,965,1789275892644811681,0.0,0.0,0.0,2,0
195,970,1789275893145226756,0.0,0.0,0.0,2,0
196,975,1789275893644798667,0.0,0.0,0.0,3,0
197,980,1789275894146419637,0.0,0.0,0.0,3,0
198,985,1789275894642823907,0.0,0.0,0.0,2,0
199,990,1789275895142507667,0.0,0.0,0.0,2,0
200,995,1789275895640837850,0.0,0.0,0.0,1,0
201,1000,1789275896143147766,0.0,0.0,0.0,0,0
202,1005,1789275896646307623,0.0,0.0,0.0,0,0
203,1010,1789275897149597125,0.0,0.0,0.0,0,0
204,1015,1789275897646947537,0.0,0.0,0.0,0,0
205,1020,1789275898141186435,0.0,0.0,0.0,0,0
206,1025,1789275898641215186,0.0,0.0,0.0,0,0
207,1030,1789275899141603243,0.0,0.0,0.0,0,0
208,1035,1789275899644145450,0.0,0.0,0.0,0,0
209,1040,1789275900141594692,0.0,0.0,0.0,1,0
210,1045,1789275900636906563,0.0,0.0,0.0,1,0
211,1050,1789275901136066985,0.0,0.0,0.0,1,0
212,1055,1789275901637132173,0.0,0.0,0.0,1,0
213,1060,1789275902137946404,0.0,0.0,0.0,2,0
214,1065,1789275902631698556,0.0,0.0,0.0,2,0
215,1070,1789275903131991134,0.0,0.0,0.0,1,0
216,1075,1789275903635002883,0.0,0.0,0.0,1,0
217,1080,1789275904137604199,0.0,0.0,0.0,0,0
218,1085,1789275904637953054,0.0,0.0,0.0,0,0
219,1090,1789275905134836866,0.0,0.0,0.0,0,0
220,1095,1789275905633127439,0.0,0.0,0.0,0,0
221,1100,1789275906130497925,0.0,0.0,0.0,1,0
222,1105,1789275906633717706,0.0,0.0,0.0,1,0
223,1110,1789275907136272135,0.0,0.0,0.0,1,0
224,1115,1789275907635677661,0.0,0.0,0.0,1,0
225,1120,1789275908133053905,0.0,0.0,0.0,1,0
226,1125,1789275908630722865,0.0,0.0,0.0,0,0
227,1130,1789275909127645380,0.0,0.0,0.0,0,0
228,1135,1789275909623278354,0.0,0.0,0.0,1,0
229,1140,1789275910123368771,0.0,0.0,0.0,1,0
230,1145,1789275910628379933,0.0,0.0,0.0,1,0
231,1150,1789275911131179910,0.0,0.0,0.0,1,0
232,1155,1789275911631702260,0.0,0.0,0.0,2,0
233,1160,1789275912126332352,0.0,0.0,0.0,2,0
234,1165,1789275912626511970,0.0,0.0,0.0,2,0
235,1170,1789275913126665126,0.0,0.0,0.0,2,0
236,1175,1789275913626114799,0.0,0.0,0.0,0,0
237,1180,1789275914126307361,0.0,0.0,0.0,0,0
238,1185,1789275914626599754,0.0,0.0,0.0,0,0
239,1190,1789275915124734294,0.0,0.0,0.0,1,0
240,1195,1789275915621811731,0.0,0.0,0.0,1,0
241,1200,1789275916122647314,0.0,0.0,0.0,1,0
242,1205,1789275916622317575,0.0,0.0,0.0,1,0
243,1210,1789275917119255812,0.0,0.0,0.0,0,0
244,1215,1789275917617110933,0.0,0.0,0.0,0,0
245,1220,1789275918117496046,0.0,0.0,0.0,0,0
246,1225,1789275918620210210,0.0,0.0,0.0,0,0
247,1230,1789275919120151501,0.0,0.0,0.0,0,0
248,1235,1789275919617793832,0.0,0.0,0.0,1,0
249,1240,1789275920113051222,0.0,0.0,0.0,1,0
250,1245,1789275920613306468,0.0,0.0,0.0,1,0
251,1250,1789275921115674660,0.0,0.0,0.0,2,0
252,1255,1789275921617896430,0.0,0.0,0.0,2,0
253,1260,1789275922115686886,0.0,0.0,0.0,2,0
254,1265,1789275922613949405,0.0,0.0,0.0,2,0
255,1270,1789275923112239978,0.0,0.0,0.0,2,0
256,1275,1789275923609368784,0.0,0.0,0.0,2,0
257,1280,1789275924111282210,0.0,0.0,0.0,1,0
258,1285,1789275924613892340,0.0,0.0,0.0,0,0
259,1290,1789275925114458263,0.0,0.0,0.0,1,0
260,1295,1789275925612681875,0.0,0.0,0.0,1,0
261,1300,1789275926111993589,0.0,0.0,0.0,1,0
262,1305,1789275926612508347,0.0,0.0,0.0,1,0
263,1310,1789275927112721094,0.0,0.0,0.0,2,0
264,1315,1789275927609260693,0.0,0.0,0.0,2,0
265,1320,1789275928107202589,0.0,0.0,0.0,2,0
