# schema: laser-person-tracks/1
# table: tracks
# bag: /home/nilum/laser-detection-annotator/moving_robot/moving_robot_0.mcap
# scan_topic: /scan
# annotation_frame: laser
# odom_frame: odom
# base_frame: base_link
# match_criterion: euclidean_xy
# match_threshold_m: 0.5
# generated: 2026-09-14T19:25:52
frame,scan_index,t_ns,track_id,x,y,world_x,world_y,consider
351,350,1789282088164636389,2,-2.1549,-0.6527,-0.8113,-0.4433,1
352,351,1789282088264282852,2,-2.0395,-0.6362,-0.6867,-0.4644,1
353,352,1789282088364920533,2,-1.8746,-0.6197,-0.5149,-0.5001,1
354,353,1789282088465920168,2,-1.5366,-0.5537,-0.1631,-0.5388,1
355,354,1789282088566153358,2,-1.4294,-0.529,-0.044,-0.5498,1
356,355,1789282088664344225,2,-1.5201,-0.6362,-0.1531,-0.6284,1
357,356,1789282088764643765,2,-1.4046,-0.562,-0.0113,-0.5954,1
358,357,1789282088865316427,2,-1.248,-0.5867,0.1407,-0.6689,1
359,358,1789282088965682003,2,-1.1243,-0.595,0.266,-0.7161,1
360,359,1789282089066256963,2,-1.0501,-0.5702,0.354,-0.7181,1
361,360,1789282089167460798,2,-0.8935,-0.529,0.5253,-0.7276,1
362,361,1789282089265751013,2,-0.7121,-0.5537,0.7007,-0.8072,1
363,362,1789282089365443234,2,-0.5224,-0.496,0.9085,-0.8108,1
364,363,1789282089474231341,2,-0.6379,-0.6114,0.7748,-0.8907,1
365,364,1789282089574693304,2,-0.5389,-0.6032,0.8814,-0.9146,1
366,365,1789282089669785277,1,-0.506,0.4109,1.2197,0.0422,1
367,366,1789282089773181433,1,-0.5967,0.4521,1.155,0.1052,1
368,367,1789282089870563873,1,-0.6379,0.4604,1.1275,0.1223,1
369,368,1789282089971232627,1,-0.6379,0.4686,1.1396,0.127,1
370,369,1789282090071579759,1,-0.6544,0.3615,1.102,0.0264,1
371,370,1789282090172264995,1,-0.6956,0.3697,1.0745,0.0434,1
372,371,1789282090270416769,1,-0.8522,0.3532,0.929,0.0704,1
373,372,1789282090368445565,1,-0.8522,0.3532,0.9386,0.068,1
374,373,1789282090465936206,1,-0.9264,0.3202,0.8674,0.0555,1
375,374,1789282090566558091,1,-1.1985,0.345,0.6239,0.156,1
376,375,1789282090665293111,1,-1.3222,0.2708,0.4934,0.1187,1
377,376,1789282090764940574,1,-1.4459,0.2295,0.3728,0.1131,1
378,377,1789282090863102663,1,-1.5118,0.1718,0.3023,0.0745,1
379,378,1789282090961563430,1,-1.586,0.1718,0.2406,0.0932,1
380,379,1789282091061967783,1,-1.6932,0.1141,0.1305,0.0657,1
381,380,1789282091165083426,1,-1.7592,0.0729,0.0652,0.043,1
382,381,1789282091259957330,1,-1.8581,0.0152,-0.0374,0.0141,1
383,382,1789282091360779415,1,-1.8004,-0.0343,0.0127,-0.0537,1
384,383,1789282091461468854,1,-1.8416,-0.059,-0.0243,-0.0675,1
385,384,1789282091559115158,1,-1.9076,-0.0673,-0.0811,-0.06,1
386,385,1789282091659742098,1,-2.0477,-0.125,-0.2231,-0.0763,1
387,386,1789282091760204098,1,-2.3693,-0.158,-0.5295,-0.0161,1
388,387,1789282091860900370,1,-2.493,-0.2239,-0.6572,-0.0448,1
389,388,1789282091961938246,1,-2.5095,-0.2157,-0.6612,-0.0368,1
390,389,1789282092058910047,1,-2.5589,-0.2157,-0.6992,-0.0253,1
391,390,1789282092160531021,1,-2.6414,-0.1745,-0.7566,0.0335,1
392,391,1789282092260795469,1,-2.7733,-0.2404,-0.8927,0.0047,1
393,392,1789282092361402818,1,-2.7733,-0.2157,-0.8761,0.0239,1
394,393,1789282092464244893,1,-2.8557,-0.3971,-0.998,-0.1298,1
395,394,1789282092564859482,1,-2.8805,-0.3971,-1.0119,-0.1248,1
396,395,1789282092662607654,1,-2.9382,-0.4136,-1.0621,-0.1235,1
477,476,1789282100755345054,1,-2.8722,-0.6444,-0.2873,-0.5887,1
478,477,1789282100853008303,1,-2.831,-0.6444,-0.2388,-0.606,1
479,478,1789282100954221619,1,-2.8063,-0.6609,-0.2109,-0.6335,1
480,479,1789282101054429198,1,-2.6826,-0.6939,-0.093,-0.7066,1
481,480,1789282101154685110,1,-2.5589,-0.6527,0.0468,-0.7081,1
482,481,1789282101252684369,1,-2.4682,-0.6444,0.1452,-0.7319,1
483,482,1789282101354139495,1,-2.3775,-0.6114,0.2513,-0.7307,1
484,483,1789282101455378014,1,-2.2621,-0.5867,0.3786,-0.7436,1
485,484,1789282101554915590,1,-2.1137,-0.5702,0.5349,-0.7727,1
486,485,1789282101655056042,1,-1.9818,-0.6444,0.6487,-0.8867,1
487,486,1789282101756700533,1,-1.6767,-0.5455,0.9789,-0.8828,1
488,487,1789282101855852396,1,-1.5778,-0.5702,1.0756,-0.9384,1
489,488,1789282101956956677,1,-1.5201,-0.5043,1.1598,-0.896,1
490,489,1789282102057214496,1,-1.5531,-0.5702,1.1187,-0.9528,1
491,490,1789282102158160207,1,-1.4459,-0.5785,1.2284,-0.9965,1
491,490,1789282102158160207,2,-0.6049,0.5346,2.3596,-0.18,1
492,491,1789282102257935982,1,-1.3387,-0.5785,1.3403,-1.0305,1
492,491,1789282102257935982,2,-0.6709,0.5016,2.2966,-0.1949,1
493,492,1789282102359207038,1,-1.248,-0.5702,1.4392,-1.0529,1
493,492,1789282102359207038,2,-0.7203,0.4934,2.2563,-0.1914,1
494,493,1789282102456726530,1,-1.1161,-0.6032,1.5652,-1.1271,1
494,493,1789282102456726530,2,-0.7368,0.5676,2.271,-0.1189,1
495,494,1789282102557036311,1,-1.0254,-0.5785,1.6687,-1.133,1
495,494,1789282102557036311,2,-0.811,0.5758,2.212,-0.0922,1
496,495,1789282102657324463,1,-0.9264,-0.529,1.786,-1.1171,1
496,495,1789282102657324463,2,-0.8687,0.5016,2.1434,-0.1487,1
497,496,1789282102756426197,1,-0.7615,-0.5785,1.9401,-1.217,1
497,496,1789282102756426197,2,-1.0254,0.5593,2.0201,-0.0517,1
498,497,1789282102856155528,1,-0.5307,-0.4795,2.1993,-1.1925,1
498,497,1789282102856155528,2,-0.9264,0.4521,2.093,-0.186,1
499,498,1789282102956546789,1,-0.6956,-0.6527,2.0004,-1.3131,1
499,498,1789282102956546789,2,-1.1078,0.4357,1.9238,-0.1518,1
500,499,1789282103056948142,1,-0.6626,-0.6279,2.0492,-1.3026,1
500,499,1789282103056948142,2,-1.3387,0.5016,1.731,-0.0252,1
501,500,1789282103155892343,2,-1.4541,0.5181,1.6361,0.0228,1
501,500,1789282103155892343,1,-0.5802,-0.595,2.1464,-1.2971,1
502,501,1789282103255796429,2,-1.5531,0.5264,1.5527,0.0561,1
503,502,1789282103356315724,2,-1.6437,0.4769,1.462,0.0333,1
504,503,1789282103456886351,2,-1.7427,0.4439,1.3672,0.0274,1
505,504,1789282103555003218,2,-1.8334,0.5016,1.3072,0.1066,1
506,505,1789282103655545550,2,-1.9653,0.4851,1.1852,0.1254,1
507,506,1789282103756150880,2,-1.9323,0.3697,1.1932,0.003,1
508,507,1789282103856575176,2,-1.9571,0.3944,1.1871,0.0324,1
509,508,1789282103955181829,2,-2.0065,0.4027,1.1533,0.0532,1
510,509,1789282104055110045,2,-2.1879,0.3862,0.9846,0.0886,1
511,510,1789282104155505342,2,-2.4435,0.4274,0.7635,0.2028,1
512,511,1789282104253613099,2,-2.5754,0.3697,0.6313,0.185,1
513,512,1789282104355047373,2,-2.6496,0.4027,0.5792,0.2357,1
514,513,1789282104451906992,2,-2.7238,0.4192,0.5233,0.2717,1
515,514,1789282104552698577,2,-2.8228,0.4027,0.433,0.2811,1
516,515,1789282104650473563,2,-2.8228,0.4769,0.4648,0.3489,1
557,556,1789282108745550372,1,-0.3905,0.3285,3.1364,-0.6352,1
558,557,1789282108845722822,1,-0.506,0.2955,3.0256,-0.6358,1
559,558,1789282108948633267,1,-0.5307,0.2295,2.9923,-0.6945,1
560,559,1789282109046788911,1,-0.5719,0.1883,2.9504,-0.7246,1
561,560,1789282109147540571,1,-0.7038,0.1306,2.8157,-0.7449,1
562,561,1789282109248393895,1,-0.7533,0.0811,2.7639,-0.7807,1
563,562,1789282109346605483,1,-0.8522,0.0234,2.6611,-0.8093,1
564,563,1789282109446524032,1,-0.9594,0.0317,2.5704,-0.7727,1
565,564,1789282109548058045,1,-0.9512,-0.0096,2.5763,-0.8183,1
565,564,1789282109548058045,2,-2.1714,-0.4383,1.2841,-0.8729,1
566,565,1789282109648326919,1,-1.0996,-0.0673,2.4267,-0.8341,1
566,565,1789282109648326919,2,-2.0807,-0.5207,1.3562,-0.9831,1
567,566,1789282109748332300,1,-1.2398,-0.1332,2.2828,-0.8593,1
567,566,1789282109748332300,2,-2.0395,-0.5125,1.4074,-0.9901,1
568,567,1789282109848396457,1,-1.3634,-0.0343,2.2029,-0.7324,1
568,567,1789282109848396457,2,-2.0807,-0.529,1.373,-0.9979,1
569,568,1789282109946583693,1,-1.4953,-0.059,2.0784,-0.7229,1
569,568,1789282109946583693,2,-1.9323,-0.5702,1.5126,-1.0864,1
570,569,1789282110046982528,1,-1.3387,-0.0096,2.2537,-0.73,1
570,569,1789282110046982528,2,-1.8416,-0.5867,1.6077,-1.1406,1
571,570,1789282110148625926,2,-1.7344,-0.5702,1.7265,-1.16,1
571,570,1789282110148625926,1,-1.4211,-0.0013,2.188,-0.7031,1
572,571,1789282110247855732,1,-1.4376,-0.0096,2.1838,-0.6866,1
572,571,1789282110247855732,2,-1.619,-0.6032,1.833,-1.1986,1
573,572,1789282110351492456,2,-1.5036,-0.6279,1.9425,-1.2687,1
573,572,1789282110351492456,1,-1.7509,-0.0343,1.8801,-0.6287,1
574,573,1789282110448942098,1,-1.8334,0.0317,1.8261,-0.5471,1
574,573,1789282110448942098,2,-1.3717,-0.6114,2.0807,-1.2967,1
575,574,1789282110549640278,2,-1.1078,-0.5537,2.3565,-1.3173,1
575,574,1789282110549640278,1,-1.9571,0.0482,1.7214,-0.4925,1
576,575,1789282110648057953,2,-1.0171,-0.562,2.4501,-1.3558,1
576,575,1789282110648057953,1,-2.0395,0.0399,1.6486,-0.481,1
577,576,1789282110748985054,2,-0.8275,-0.595,2.6318,-1.4466,1
577,576,1789282110748985054,1,-2.1055,0.0482,1.597,-0.4586,1
578,577,1789282110846267626,2,-0.7945,-0.5537,2.6856,-1.4209,1
578,577,1789282110846267626,1,-2.1714,0.0976,1.5571,-0.398,1
579,578,1789282110947248002,2,-0.8275,-0.6279,2.6423,-1.4853,1
579,578,1789282110947248002,1,-2.2209,0.1141,1.5244,-0.3707,1
580,579,1789282111045120691,2,-0.6873,-0.6444,2.7811,-1.5445,1
580,579,1789282111045120691,1,-2.2786,0.1306,1.4837,-0.3404,1
581,580,1789282111146279860,1,-2.3693,0.2048,1.4281,-0.2469,1
581,580,1789282111146279860,2,-0.6956,-0.5372,2.8144,-1.4428,1
582,581,1789282111243164441,2,-0.6873,-0.5207,2.8365,-1.4322,1
582,581,1789282111243164441,1,-2.427,0.2873,1.4062,-0.154,1
583,582,1789282111345331457,2,-0.5967,-0.5537,2.9238,-1.4934,1
583,582,1789282111345331457,1,-2.5424,0.2708,1.3007,-0.1402,1
584,583,1789282111441485481,1,-2.6002,0.3367,1.2735,-0.0638,1
585,584,1789282111541773262,1,-2.6661,0.312,1.2139,-0.0699,1
586,585,1789282111641254043,1,-2.7403,0.2873,1.1464,-0.0741,1
587,586,1789282111741506344,1,-2.8145,0.3037,1.09,-0.0399,1
588,587,1789282111841526409,1,-2.9135,0.3532,1.0209,0.0359,1
589,588,1789282111941530216,1,-2.9217,0.2625,0.9965,-0.0514,1
590,589,1789282112042450816,1,-2.9299,0.279,1.0018,-0.0357,1
618,617,1789282114840242227,1,-2.897,-0.4878,1.0863,-0.8524,1
619,618,1789282114937425967,1,-2.8475,-0.5207,1.1337,-0.9005,1
620,619,1789282115038598340,1,-2.8557,-0.4548,1.155,-0.8385,1
621,620,1789282115136249218,1,-2.8393,-0.3394,1.2146,-0.7355,1
622,621,1789282115237299556,1,-2.8475,-0.4136,1.1947,-0.8068,1
623,622,1789282115337176069,1,-2.7651,-0.2239,1.3388,-0.6551,1
624,623,1789282115435472007,1,-2.7073,-0.1992,1.4107,-0.6528,1
625,624,1789282115537039500,1,-2.6496,-0.1992,1.4752,-0.6748,1
626,625,1789282115636555040,1,-2.5507,-0.092,1.611,-0.6032,1
627,626,1789282115734076773,1,-2.46,0.0152,1.7384,-0.5318,1
628,627,1789282115834959411,1,-2.5177,0.0234,1.6959,-0.509,1
629,628,1789282115935530057,1,-2.2539,0.0811,1.9743,-0.5361,1
630,629,1789282116036049241,1,-2.2868,0.1883,1.984,-0.427,1
631,630,1789282116136480685,1,-2.2291,0.246,2.0659,-0.3917,1
632,631,1789282116236925723,1,-1.9818,0.213,2.3022,-0.4993,1
633,632,1789282116337523460,1,-1.9406,0.2048,2.3489,-0.5222,1
633,632,1789282116337523460,2,-0.6709,0.6253,3.6861,-0.4919,1
634,633,1789282116437972719,1,-1.9406,0.279,2.3802,-0.4544,1
634,633,1789282116437972719,2,-0.8028,0.6253,3.5695,-0.4563,1
635,634,1789282116539209942,1,-1.8499,0.3367,2.494,-0.4281,1
635,634,1789282116539209942,2,-0.8687,0.6583,3.5263,-0.4083,1
636,635,1789282116639210267,1,-1.7427,0.2048,2.5681,-0.5874,1
636,635,1789282116639210267,2,-0.9594,0.6665,3.4525,-0.3763,1
637,636,1789282116740132923,1,-1.4376,0.1553,2.8551,-0.7269,1
637,636,1789282116740132923,2,-1.0501,0.6583,3.3735,-0.3602,1
638,637,1789282116840555720,1,-1.5695,0.1388,2.7341,-0.7065,1
638,637,1789282116840555720,2,-1.1078,0.65,3.3259,-0.3539,1
639,638,1789282116938511851,1,-1.4953,0.0482,2.788,-0.8178,1
639,638,1789282116938511851,2,-1.2315,0.6088,3.2053,-0.3598,1
640,639,1789282117039307510,1,-1.2645,-0.0425,2.9919,-0.9748,1
640,639,1789282117039307510,2,-1.1655,0.4851,3.2422,-0.5,1
641,640,1789282117139364370,1,-1.3057,-0.0673,2.955,-0.9885,1
641,640,1789282117139364370,2,-1.2233,0.5099,3.2045,-0.4616,1
642,641,1789282117238062484,1,-1.2068,-0.1415,3.0371,-1.0915,1
642,641,1789282117238062484,2,-1.2892,0.4769,3.1414,-0.4764,1
643,642,1789282117338146307,1,-1.1655,-0.1662,3.0791,-1.13,1
643,642,1789282117338146307,2,-1.3882,0.4851,3.0593,-0.442,1
644,643,1789282117436409338,1,-1.0996,-0.2652,3.1223,-1.2465,1
644,643,1789282117436409338,2,-1.6602,0.5511,2.8292,-0.3006,1
645,644,1789282117533889128,1,-1.0419,-0.2981,3.1773,-1.2982,1
645,644,1789282117533889128,2,-1.7757,0.5593,2.7309,-0.2617,1
646,645,1789282117634427163,1,-0.9512,-0.3641,3.2542,-1.3922,1
646,645,1789282117634427163,2,-1.8829,0.5676,2.6394,-0.2268,1
647,646,1789282117732268241,1,-0.8522,-0.4053,3.3462,-1.4643,1
647,646,1789282117732268241,2,-1.9323,0.5264,2.5888,-0.2555,1
648,647,1789282117833099936,1,-0.7698,-0.4301,3.4274,-1.5153,1
648,647,1789282117833099936,2,-2.0477,0.5923,2.5079,-0.1616,1
649,648,1789282117930697334,1,-0.7038,-0.4878,3.4831,-1.5931,1
649,648,1789282117930697334,2,-2.122,0.5758,2.4412,-0.1589,1
650,649,1789282118031224128,1,-0.6791,-0.4878,3.5162,-1.6029,1
650,649,1789282118031224128,2,-2.2209,0.5676,2.3549,-0.1392,1
651,650,1789282118131906234,1,-0.5884,-0.4878,3.6126,-1.6328,1
651,650,1789282118131906234,2,-2.3363,0.5016,2.2346,-0.1716,1
652,651,1789282118232826020,1,-0.5967,-0.5867,3.5846,-1.7268,1
652,651,1789282118232826020,2,-2.2374,0.4192,2.3161,-0.2795,1
653,652,1789282118332958916,2,-2.2786,0.3944,2.2807,-0.2941,1
654,653,1789282118433723576,2,-2.3858,0.3532,2.1756,-0.3025,1
655,654,1789282118531018555,2,-2.6908,0.4686,1.9291,-0.1029,1
656,655,1789282118632217445,2,-2.7815,0.3779,1.8265,-0.166,1
657,656,1789282118732676611,2,-2.864,0.3944,1.7621,-0.1265,1
658,657,1789282118833260238,2,-2.8393,0.5181,1.8327,-0.0183,1
659,658,1789282118933577649,2,-2.9135,0.4769,1.7593,-0.0385,1
679,678,1789282120928938736,1,-0.5224,0.4027,4.2081,-0.8855,1
680,679,1789282121029632008,1,-0.5389,0.5016,4.2322,-0.7893,1
681,680,1789282121130119859,1,-0.5802,0.4851,4.1962,-0.7958,1
682,681,1789282121230435881,1,-0.6379,0.3615,4.1145,-0.8997,1
683,682,1789282121333644040,1,-0.811,0.3862,3.9662,-0.8281,1
684,683,1789282121434647250,1,-0.8687,0.3367,3.9081,-0.8613,1
685,684,1789282121535834567,1,-0.9264,0.3697,3.8709,-0.8155,1
686,685,1789282121636146144,1,-0.877,0.3202,3.9141,-0.8815,1
687,686,1789282121736406222,1,-1.1243,0.3037,3.6819,-0.8283,1
688,687,1789282121837126364,1,-1.2645,0.2873,3.5517,-0.805,1
689,688,1789282121937273242,1,-1.3222,0.2625,3.4999,-0.8158,1
690,689,1789282122034835511,1,-1.4211,0.2625,3.4151,-0.789,1
691,690,1789282122132977730,1,-1.5036,0.2543,3.3393,-0.7743,1
692,691,1789282122233612411,1,-1.6108,0.1883,3.2171,-0.8061,1
693,692,1789282122331458137,1,-1.7097,0.2048,3.1274,-0.7611,1
694,693,1789282122432212259,1,-1.7922,0.1718,3.0389,-0.7684,1
695,694,1789282122529881285,1,-1.8911,0.2213,2.9589,-0.692,1
696,695,1789282122634266381,1,-1.9653,0.1883,2.8783,-0.7017,1
697,696,1789282122730945226,1,-2.0807,0.1966,2.7756,-0.6474,1
698,697,1789282122831596833,1,-2.122,0.1059,2.7336,-0.6591,1
699,698,1789282122932063184,1,-2.2786,0.0646,2.5935,-0.5943,1
700,699,1789282123030416139,1,-2.3528,0.0399,2.539,-0.5339,1
701,700,1789282123130643959,1,-2.3116,0.0317,2.5949,-0.5098,1
701,700,1789282123130643959,2,-2.8063,-0.867,1.78,-1.133,1
702,701,1789282123231688112,1,-2.3693,0.0646,2.5554,-0.4566,1
702,701,1789282123231688112,2,-2.8063,-0.8753,1.7768,-1.1408,1
703,702,1789282123329199179,1,-2.4105,0.0482,2.5111,-0.455,1
703,702,1789282123329199179,2,-2.6744,-0.8341,1.9141,-1.1562,1
704,703,1789282123429651327,1,-2.493,0.1224,2.4655,-0.3538,1
704,703,1789282123429651327,2,-2.5589,-0.8093,2.0298,-1.18,1
705,704,1789282123530461763,1,-2.798,0.1718,2.2063,-0.1858,1
705,704,1789282123530461763,2,-2.4765,-0.7598,2.1252,-1.1679,1
706,705,1789282123627742687,2,-2.4023,-0.7598,2.1931,-1.1978,1
706,705,1789282123627742687,1,-2.8887,0.2048,2.1365,-0.119,1
707,706,1789282123728710268,2,-2.2456,-0.7434,2.345,-1.2459,1
707,706,1789282123728710268,1,-2.897,0.1471,2.108,-0.1683,1
708,707,1789282123827341606,2,-2.1302,-0.6444,2.4972,-1.2047,1
708,707,1789282123827341606,1,-2.9382,0.1224,2.0671,-0.1772,1
709,708,1789282123926928477,2,-2.0065,-0.7021,2.5931,-1.3101,1
709,708,1789282123926928477,1,-2.9712,0.1553,2.056,-0.1365,1
710,709,1789282124025582462,2,-1.9406,-0.6197,2.6928,-1.2653,1
710,709,1789282124025582462,1,-2.9959,0.1718,2.0455,-0.1158,1
711,710,1789282124126030777,2,-1.7839,-0.6362,2.8358,-1.3471,1
712,711,1789282124226491814,2,-1.7015,-0.5785,2.9415,-1.3305,1
713,712,1789282124327020349,2,-1.5201,-0.5702,3.1175,-1.3978,1
714,713,1789282124427478034,2,-1.3799,-0.6032,3.2391,-1.4861,1
715,714,1789282124528334636,2,-1.1326,-0.4383,3.5381,-1.4386,1
716,715,1789282124626439986,2,-1.182,-0.5702,3.447,-1.5424,1
717,716,1789282124726840727,2,-1.0584,-0.5125,3.5902,-1.5424,1
718,717,1789282124827273969,2,-0.9429,-0.5455,3.6896,-1.6228,1
719,718,1789282124927693877,2,-0.8358,-0.496,3.8144,-1.6232,1
720,719,1789282125028532646,2,-0.8852,-0.4878,3.7796,-1.5987,1
721,720,1789282125128967294,2,-0.6461,-0.4795,4.0089,-1.6908,1
722,721,1789282125229270723,2,-0.5554,-0.463,4.1055,-1.715,1
757,756,1789282128722033282,1,-2.8393,-0.8176,2.1335,-1.2421,1
758,757,1789282128820451310,1,-2.8393,-0.8176,2.1413,-1.2458,1
759,758,1789282128918719970,1,-2.8475,-0.7681,2.1612,-1.2017,1
760,759,1789282129019408521,1,-2.9217,-0.6032,2.1671,-1.0246,1
761,760,1789282129120036461,1,-2.9135,-0.529,2.2125,-0.9631,1
762,761,1789282129217944908,1,-2.9052,-0.529,2.2269,-0.9735,1
763,762,1789282129318502331,1,-2.8887,-0.3806,2.3102,-0.8449,1
764,763,1789282129419310249,1,-2.8393,-0.3806,2.3629,-0.8699,1
765,764,1789282129519676862,1,-2.7815,-0.3064,2.453,-0.8303,1
766,765,1789282129619867294,1,-2.7321,-0.125,2.5784,-0.6879,1
767,766,1789282129718071734,1,-2.7815,-0.1332,2.5372,-0.6803,1
768,767,1789282129818932669,1,-2.8063,-0.059,2.5527,-0.6052,1
769,768,1789282129919200895,1,-2.7403,-0.0013,2.6435,-0.5842,1
770,769,1789282130019479769,1,-2.8557,0.0811,2.5789,-0.4656,1
771,770,1789282130120517108,1,-2.8145,0.1306,2.6439,-0.4414,1
772,771,1789282130220691355,1,-2.7898,0.2048,2.7049,-0.3854,1
773,772,1789282130321362294,1,-2.7898,0.2048,2.7139,-0.388,1
774,773,1789282130422058529,1,-2.6744,0.2873,2.8617,-0.3604,1
775,774,1789282130521878359,1,-2.7568,0.4027,2.8418,-0.2231,1
776,775,1789282130622711943,1,-2.7321,0.4192,2.8803,-0.2201,1
777,776,1789282130723079852,1,-2.6908,0.4109,2.9238,-0.2471,1
